dataset,time,group,amount
2024-11,0,A,46
2024-11,1,A,17
2024-11,2,A,48
2024-11,3,A,61
2024-11,4,A,44
2024-11,5,A,26
2024-11,6,A,58
2024-11,7,A,69
2024-11,8,A,27
2024-11,9,A,34
2024-11,10,A,36
2024-11,11,A,45
2024-11,12,A,38
2024-11,13,A,22
2024-11,14,A,31
2024-11,15,A,22
2024-11,16,A,28
2024-11,17,A,52
2024-11,18,A,6
2024-11,19,A,51
2024-11,20,A,38
2024-11,21,A,46
2024-11,22,A,38
2024-11,23,A,29
2024-11,24,A,52
2024-11,25,A,73
2024-11,26,A,29
2024-11,27,A,10
2024-11,28,A,67
2024-11,29,A,53
2024-11,30,A,49
2024-11,31,A,32
2024-11,32,A,30
2024-11,33,A,33
2024-11,34,A,35
2024-11,35,A,38
2024-11,36,A,16
2024-11,37,A,31
2024-11,38,A,32
2024-11,39,A,19
2024-11,40,A,71
2024-11,41,A,14
2024-11,42,A,58
2024-11,43,A,35
2024-11,44,A,38
2024-11,45,A,22
2024-11,46,A,69
2024-11,47,A,29
2024-11,48,A,40
2024-11,49,A,49
2024-11,50,A,22
2024-11,51,A,77
2024-11,52,A,8
2024-11,53,A,57
2024-11,54,A,40
2024-11,55,A,35
2024-11,56,A,28
2024-11,57,A,51
2024-11,58,A,35
2024-11,59,A,20
2024-11,60,A,33
2024-11,61,A,6
2024-11,62,A,9
2024-11,63,A,31
2024-11,64,A,66
2024-11,65,A,68
2024-11,66,A,41
2024-11,67,A,42
2024-11,68,A,57
2024-11,69,A,53
2024-11,70,A,52
2024-11,71,A,58
2024-11,72,A,20
2024-11,73,A,22
2024-11,74,A,56
2024-11,75,A,42
2024-11,76,A,-21
2024-11,77,A,62
2024-11,78,A,69
2024-11,79,A,33
2024-11,80,A,48
2024-11,81,A,34
2024-11,82,A,11
2024-11,83,A,35
2024-11,84,A,27
2024-11,85,A,17
2024-11,86,A,50
2024-11,87,A,37
2024-11,88,A,46
2024-11,89,A,0
2024-11,90,A,0
2024-11,91,A,6
2024-11,92,A,71
2024-11,93,A,71
2024-11,94,A,63
2024-11,95,A,69
2024-11,96,A,4
2024-11,97,A,41
2024-11,98,A,18
2024-11,99,A,39
2024-11,0,B,94
2024-11,1,B,48
2024-11,2,B,74
2024-11,3,B,51
2024-11,4,B,64
2024-11,5,B,75
2024-11,6,B,57
2024-11,7,B,105
2024-11,8,B,70
2024-11,9,B,68
2024-11,10,B,53
2024-11,11,B,93
2024-11,12,B,85
2024-11,13,B,46
2024-11,14,B,93
2024-11,15,B,67
2024-11,16,B,55
2024-11,17,B,69
2024-11,18,B,97
2024-11,19,B,87
2024-11,20,B,61
2024-11,21,B,71
2024-11,22,B,81
2024-11,23,B,54
2024-11,24,B,66
2024-11,25,B,78
2024-11,26,B,89
2024-11,27,B,64
2024-11,28,B,44
2024-11,29,B,90
2024-11,30,B,76
2024-11,31,B,93
2024-11,32,B,68
2024-11,33,B,66
2024-11,34,B,66
2024-11,35,B,64
2024-11,36,B,35
2024-11,37,B,38
2024-11,38,B,54
2024-11,39,B,72
2024-11,40,B,74
2024-11,41,B,84
2024-11,42,B,91
2024-11,43,B,69
2024-11,44,B,72
2024-11,45,B,72
2024-11,46,B,56
2024-11,47,B,85
2024-11,48,B,37
2024-11,49,B,62
2024-11,50,B,69
2024-11,51,B,103
2024-11,52,B,132
2024-11,53,B,88
2024-11,54,B,23
2024-11,55,B,69
2024-11,56,B,84
2024-11,57,B,61
2024-11,58,B,54
2024-11,59,B,70
2024-11,60,B,53
2024-11,61,B,75
2024-11,62,B,86
2024-11,63,B,77
2024-11,64,B,87
2024-11,65,B,77
2024-11,66,B,92
2024-11,67,B,106
2024-11,68,B,32
2024-11,69,B,40
2024-11,70,B,98
2024-11,71,B,51
2024-11,72,B,67
2024-11,73,B,67
2024-11,74,B,56
2024-11,75,B,47
2024-11,76,B,70
2024-11,77,B,43
2024-11,78,B,86
2024-11,79,B,66
2024-11,80,B,91
2024-11,81,B,81
2024-11,82,B,71
2024-11,83,B,40
2024-11,84,B,79
2024-11,85,B,22
2024-11,86,B,60
2024-11,87,B,80
2024-11,88,B,54
