dataset,time,group,amount
2024-12,0,A,3
2024-12,1,A,19
2024-12,2,A,33
2024-12,3,A,6
2024-12,4,A,-23
2024-12,5,A,-1
2024-12,6,A,8
2024-12,7,A,34
2024-12,8,A,-17
2024-12,9,A,28
2024-12,10,A,-8
2024-12,11,A,24
2024-12,12,A,-13
2024-12,13,A,40
2024-12,14,A,40
2024-12,15,A,25
2024-12,16,A,17
2024-12,17,A,32
2024-12,18,A,-9
2024-12,19,A,-18
2024-12,20,A,12
2024-12,21,A,-16
2024-12,22,A,23
2024-12,23,A,22
2024-12,24,A,19
2024-12,25,A,6
2024-12,26,A,-5
2024-12,27,A,8
2024-12,28,A,6
2024-12,29,A,5
2024-12,30,A,-2
2024-12,31,A,5
2024-12,32,A,9
2024-12,33,A,40
2024-12,34,A,39
2024-12,35,A,-5
2024-12,36,A,1
2024-12,37,A,42
2024-12,38,A,10
2024-12,39,A,-2
2024-12,40,A,18
2024-12,41,A,27
2024-12,42,A,0
2024-12,43,A,26
2024-12,44,A,43
2024-12,45,A,15
2024-12,46,A,17
2024-12,47,A,10
2024-12,48,A,24
2024-12,49,A,33
2024-12,50,A,32
2024-12,51,A,-7
2024-12,52,A,21
2024-12,53,A,-7
2024-12,54,A,14
2024-12,55,A,-4
2024-12,56,A,31
2024-12,57,A,37
2024-12,58,A,-4
2024-12,59,A,-14
2024-12,60,A,-34
2024-12,61,A,7
2024-12,62,A,-19
2024-12,63,A,17
2024-12,64,A,22
2024-12,65,A,12
2024-12,66,A,-25
2024-12,67,A,6
2024-12,68,A,24
2024-12,69,A,5
2024-12,70,A,-10
2024-12,71,A,12
2024-12,72,A,37
2024-12,73,A,26
2024-12,74,A,46
2024-12,75,A,-2
2024-12,76,A,-9
2024-12,77,A,51
2024-12,78,A,16
2024-12,79,A,31
2024-12,80,A,32
2024-12,81,A,18
2024-12,82,A,17
2024-12,83,A,22
2024-12,84,A,0
2024-12,85,A,23
2024-12,86,A,41
2024-12,87,A,23
2024-12,88,A,-4
2024-12,89,A,31
2024-12,90,A,-4
2024-12,91,A,38
2024-12,92,A,16
2024-12,93,A,14
2024-12,94,A,37
2024-12,95,A,35
2024-12,96,A,46
2024-12,97,A,25
2024-12,98,A,48
2024-12,99,A,1
2024-12,0,B,34
2024-12,1,B,97
2024-12,2,B,54
2024-12,3,B,85
2024-12,4,B,79
2024-12,5,B,77
2024-12,6,B,78
2024-12,7,B,56
2024-12,8,B,79
2024-12,9,B,105
2024-12,10,B,75
2024-12,11,B,49
2024-12,12,B,68
2024-12,13,B,55
2024-12,14,B,71
2024-12,15,B,46
2024-12,16,B,84
2024-12,17,B,67
2024-12,18,B,65
2024-12,19,B,48
2024-12,20,B,71
2024-12,21,B,62
2024-12,22,B,96
2024-12,23,B,74
2024-12,24,B,111
2024-12,25,B,104
2024-12,26,B,84
2024-12,27,B,126
2024-12,28,B,87
2024-12,29,B,100
2024-12,30,B,48
2024-12,31,B,82
2024-12,32,B,66
2024-12,33,B,86
2024-12,34,B,71
2024-12,35,B,67
2024-12,36,B,56
2024-12,37,B,93
2024-12,38,B,47
2024-12,39,B,106
2024-12,40,B,90
2024-12,41,B,59
2024-12,42,B,80
2024-12,43,B,70
2024-12,44,B,85
2024-12,45,B,52
2024-12,46,B,95
2024-12,47,B,82
2024-12,48,B,71
2024-12,49,B,76
2024-12,50,B,86
2024-12,51,B,103
2024-12,52,B,53
2024-12,53,B,76
2024-12,54,B,98
2024-12,55,B,59
2024-12,56,B,66
2024-12,57,B,72
2024-12,58,B,73
2024-12,59,B,56
2024-12,60,B,48
2024-12,61,B,73
2024-12,62,B,81
2024-12,63,B,56
2024-12,64,B,47
2024-12,65,B,88
2024-12,66,B,110
2024-12,67,B,77
2024-12,68,B,115
2024-12,69,B,126
2024-12,70,B,77
2024-12,71,B,75
2024-12,72,B,60
2024-12,73,B,52
2024-12,74,B,57
2024-12,75,B,64
2024-12,76,B,88
2024-12,77,B,82
2024-12,78,B,64
2024-12,79,B,56
2024-12,80,B,89
2024-12,81,B,106
2024-12,82,B,92
2024-12,83,B,79
2024-12,84,B,92
2024-12,85,B,73
2024-12,86,B,85
2024-12,87,B,87
2024-12,88,B,96
2024-12,89,B,23
2024-12,90,B,111
2024-12,91,B,85
2024-12,92,B,98
2024-12,93,B,103
2024-12,94,B,99
2024-12,95,B,78
2024-12,96,B,79
2024-12,97,B,53
2024-12,98,B,91
2024-12,99,B,59
2024-12,0,C,81
2024-12,1,C,85
2024-12,2,C,49
2024-12,3,C,37
2024-12,4,C,22
2024-12,5,C,41
2024-12,6,C,13
2024-12,7,C,61
2024-12,8,C,56
2024-12,9,C,48
2024-12,10,C,48
2024-12,11,C,24
2024-12,12,C,66
2024-12,13,C,51
2024-12,14,C,64
2024-12,15,C,49
2024-12,16,C,44
2024-12,17,C,35
2024-12,18,C,56
2024-12,19,C,64
2024-12,20,C,24
2024-12,21,C,65
2024-12,22,C,76
2024-12,23,C,37
2024-12,24,C,61
2024-12,25,C,15
2024-12,26,C,39
2024-12,27,C,54
2024-12,28,C,0
2024-12,29,C,66
2024-12,30,C,21
2024-12,31,C,42
2024-12,32,C,32
2024-12,33,C,53
2024-12,34,C,37
2024-12,35,C,89
2024-12,36,C,23
2024-12,37,C,73
2024-12,38,C,56
2024-12,39,C,45
2024-12,40,C,56
2024-12,41,C,49
2024-12,42,C,50
2024-12,43,C,53
2024-12,44,C,21
2024-12,45,C,63
2024-12,46,C,47
2024-12,47,C,66
2024-12,48,C,68
2024-12,49,C,58
2024-12,50,C,50
2024-12,51,C,45
2024-12,52,C,40
2024-12,53,C,36
2024-12,54,C,82
2024-12,55,C,66
2024-12,56,C,41
2024-12,57,C,35
2024-12,58,C,9
2024-12,59,C,37
2024-12,60,C,50
2024-12,61,C,58
2024-12,62,C,52
2024-12,63,C,26
2024-12,64,C,36
2024-12,65,C,87
2024-12,66,C,57
2024-12,67,C,55
2024-12,68,C,60
2024-12,69,C,41
2024-12,70,C,-5
2024-12,71,C,6
2024-12,72,C,6
2024-12,73,C,73
2024-12,74,C,14
2024-12,75,C,32
2024-12,76,C,76
2024-12,77,C,50
2024-12,78,C,36
2024-12,79,C,41
2024-12,80,C,53
2024-12,81,C,5
2024-12,82,C,53
2024-12,83,C,56
2024-12,84,C,76
2024-12,85,C,38
2024-12,86,C,57
2024-12,87,C,38
2024-12,88,C,55
2024-12,89,C,48
2024-12,90,C,63
2024-12,91,C,92
2024-12,92,C,71
