dataset,time,group,amount
2024-07,0,A,88
2024-07,1,A,128
2024-07,2,A,90
2024-07,3,A,108
2024-07,4,A,85
2024-07,5,A,115
2024-07,6,A,118
2024-07,7,A,80
2024-07,8,A,100
2024-07,9,A,83
2024-07,10,A,91
2024-07,11,A,101
2024-07,12,A,147
2024-07,13,A,97
2024-07,14,A,77
2024-07,15,A,109
2024-07,16,A,80
2024-07,17,A,114
2024-07,18,A,78
2024-07,19,A,73
2024-07,20,A,80
2024-07,21,A,114
2024-07,22,A,86
2024-07,23,A,84
2024-07,24,A,100
2024-07,25,A,89
2024-07,26,A,56
2024-07,27,A,44
2024-07,28,A,90
2024-07,29,A,79
2024-07,30,A,90
2024-07,31,A,74
2024-07,32,A,114
2024-07,33,A,68
2024-07,34,A,74
2024-07,35,A,108
2024-07,36,A,110
2024-07,37,A,78
2024-07,38,A,144
2024-07,39,A,71
2024-07,40,A,95
2024-07,41,A,97
2024-07,42,A,78
2024-07,43,A,89
2024-07,44,A,89
2024-07,45,A,112
2024-07,46,A,98
2024-07,47,A,89
2024-07,48,A,117
2024-07,49,A,67
2024-07,50,A,78
2024-07,51,A,92
2024-07,52,A,99
2024-07,53,A,107
2024-07,54,A,91
2024-07,55,A,77
2024-07,56,A,95
2024-07,57,A,106
2024-07,58,A,119
2024-07,59,A,76
2024-07,60,A,33
2024-07,61,A,85
2024-07,62,A,110
2024-07,63,A,127
2024-07,64,A,112
2024-07,65,A,96
2024-07,66,A,104
2024-07,67,A,89
2024-07,68,A,98
2024-07,69,A,110
2024-07,70,A,104
2024-07,71,A,93
2024-07,72,A,105
2024-07,73,A,116
2024-07,74,A,96
2024-07,75,A,86
2024-07,76,A,117
2024-07,77,A,102
2024-07,78,A,102
2024-07,79,A,85
2024-07,80,A,78
2024-07,81,A,107
2024-07,82,A,94
2024-07,83,A,103
2024-07,84,A,99
2024-07,85,A,122
2024-07,86,A,65
2024-07,87,A,75
2024-07,88,A,58
2024-07,89,A,102
2024-07,90,A,79
2024-07,91,A,116
2024-07,92,A,103
2024-07,93,A,64
2024-07,94,A,86
2024-07,95,A,92
2024-07,96,A,125
2024-07,97,A,75
2024-07,98,A,99
2024-07,99,A,74
2024-07,0,B,94
2024-07,1,B,76
2024-07,2,B,78
2024-07,3,B,74
2024-07,4,B,54
2024-07,5,B,86
2024-07,6,B,65
2024-07,7,B,67
2024-07,8,B,71
2024-07,9,B,79
2024-07,10,B,82
2024-07,11,B,15
2024-07,12,B,81
2024-07,13,B,40
2024-07,14,B,66
2024-07,15,B,40
2024-07,16,B,105
2024-07,17,B,62
2024-07,18,B,89
2024-07,19,B,45
2024-07,20,B,84
2024-07,21,B,83
2024-07,22,B,50
2024-07,23,B,94
2024-07,24,B,76
2024-07,25,B,111
2024-07,26,B,76
2024-07,27,B,35
2024-07,28,B,62
2024-07,29,B,36
2024-07,30,B,93
2024-07,31,B,59
2024-07,32,B,47
2024-07,33,B,40
2024-07,34,B,90
2024-07,35,B,78
2024-07,36,B,48
2024-07,37,B,56
2024-07,38,B,67
2024-07,39,B,85
2024-07,40,B,65
2024-07,41,B,46
2024-07,42,B,69
2024-07,43,B,2
2024-07,44,B,8
2024-07,45,B,52
2024-07,46,B,96
2024-07,47,B,64
2024-07,48,B,78
2024-07,49,B,56
2024-07,50,B,53
2024-07,51,B,58
2024-07,52,B,51
2024-07,53,B,83
2024-07,54,B,40
2024-07,55,B,82
2024-07,56,B,86
2024-07,57,B,86
2024-07,58,B,113
2024-07,59,B,66
2024-07,60,B,62
2024-07,61,B,78
2024-07,62,B,78
2024-07,63,B,65
2024-07,64,B,58
2024-07,65,B,77
2024-07,66,B,86
2024-07,67,B,58
2024-07,68,B,62
2024-07,69,B,96
2024-07,70,B,49
2024-07,71,B,73
2024-07,72,B,31
2024-07,73,B,61
2024-07,74,B,69
2024-07,75,B,72
2024-07,76,B,79
2024-07,77,B,65
2024-07,78,B,83
2024-07,79,B,24
2024-07,80,B,88
2024-07,81,B,89
2024-07,82,B,58
2024-07,83,B,49
2024-07,84,B,63
2024-07,85,B,40
2024-07,86,B,72
2024-07,87,B,48
2024-07,88,B,84
2024-07,89,B,55
2024-07,90,B,34
2024-07,91,B,65
2024-07,92,B,57
2024-07,93,B,61
2024-07,94,B,72
2024-07,95,B,69
2024-07,96,B,38
2024-07,97,B,44
2024-07,98,B,65
2024-07,99,B,56
2024-07,0,C,82
2024-07,1,C,77
2024-07,2,C,65
2024-07,3,C,63
2024-07,4,C,55
2024-07,5,C,60
2024-07,6,C,76
2024-07,7,C,88
2024-07,8,C,52
2024-07,9,C,82
2024-07,10,C,78
2024-07,11,C,88
2024-07,12,C,56
2024-07,13,C,80
2024-07,14,C,59
2024-07,15,C,84
2024-07,16,C,15
2024-07,17,C,95
2024-07,18,C,50
2024-07,19,C,57
2024-07,20,C,64
2024-07,21,C,101
2024-07,22,C,81
2024-07,23,C,71
2024-07,24,C,69
2024-07,25,C,73
2024-07,26,C,104
2024-07,27,C,72
2024-07,28,C,66
2024-07,29,C,103
2024-07,30,C,94
2024-07,31,C,52
2024-07,32,C,79
2024-07,33,C,58
2024-07,34,C,66
2024-07,35,C,67
2024-07,36,C,66
2024-07,37,C,57
2024-07,38,C,97
2024-07,39,C,46
2024-07,40,C,77
2024-07,41,C,72
2024-07,42,C,64
2024-07,43,C,99
2024-07,44,C,107
2024-07,45,C,93
2024-07,46,C,62
2024-07,47,C,61
2024-07,48,C,90
2024-07,49,C,56
2024-07,50,C,85
2024-07,51,C,75
2024-07,52,C,66
2024-07,53,C,85
2024-07,54,C,58
2024-07,55,C,67
2024-07,56,C,50
2024-07,57,C,76
2024-07,58,C,95
2024-07,59,C,44
2024-07,60,C,88
2024-07,61,C,85
2024-07,62,C,88
2024-07,63,C,87
2024-07,64,C,82
2024-07,65,C,35
2024-07,66,C,53
2024-07,67,C,81
2024-07,68,C,71
2024-07,69,C,58
2024-07,70,C,95
2024-07,71,C,83
2024-07,72,C,94
2024-07,73,C,86
2024-07,74,C,62
2024-07,75,C,100
2024-07,76,C,105
2024-07,77,C,63
2024-07,78,C,55
2024-07,79,C,78
2024-07,80,C,80
2024-07,81,C,108
2024-07,82,C,75
2024-07,83,C,41
2024-07,84,C,53
2024-07,85,C,88
2024-07,86,C,105
2024-07,87,C,71
2024-07,88,C,73
2024-07,89,C,88
2024-07,90,C,49
2024-07,91,C,77
2024-07,92,C,95
2024-07,93,C,47
2024-07,94,C,47
2024-07,95,C,59
2024-07,96,C,7
2024-07,97,C,58
2024-07,98,C,80
2024-07,99,C,56
2024-07,0,D,98
2024-07,1,D,103
2024-07,2,D,61
2024-07,3,D,82
2024-07,4,D,123
2024-07,5,D,84
2024-07,6,D,78
2024-07,7,D,79
2024-07,8,D,72
2024-07,9,D,64
2024-07,10,D,122
2024-07,11,D,98
2024-07,12,D,86
2024-07,13,D,63
2024-07,14,D,50
2024-07,15,D,119
2024-07,16,D,66
2024-07,17,D,117
2024-07,18,D,65
2024-07,19,D,60
2024-07,20,D,63
2024-07,21,D,101
2024-07,22,D,57
2024-07,23,D,68
2024-07,24,D,95
2024-07,25,D,54
2024-07,26,D,77
2024-07,27,D,94
2024-07,28,D,104
2024-07,29,D,65
2024-07,30,D,112
2024-07,31,D,94
2024-07,32,D,42
2024-07,33,D,103
2024-07,34,D,93
2024-07,35,D,70
2024-07,36,D,62
2024-07,37,D,75
2024-07,38,D,73
2024-07,39,D,70
2024-07,40,D,71
2024-07,41,D,96
2024-07,42,D,94
2024-07,43,D,128
2024-07,44,D,94
2024-07,45,D,71
2024-07,46,D,91
2024-07,47,D,90
2024-07,48,D,62
2024-07,49,D,70
2024-07,50,D,58
2024-07,51,D,106
2024-07,52,D,91
2024-07,53,D,74
2024-07,54,D,121
2024-07,55,D,65
2024-07,56,D,116
2024-07,57,D,71
2024-07,58,D,91
2024-07,59,D,77
2024-07,60,D,102
2024-07,61,D,80
2024-07,62,D,85
2024-07,63,D,123
2024-07,64,D,96
2024-07,65,D,82
2024-07,66,D,72
2024-07,67,D,70
2024-07,68,D,39
2024-07,69,D,100
2024-07,70,D,77
2024-07,71,D,100
2024-07,72,D,97
2024-07,73,D,64
2024-07,74,D,79
2024-07,75,D,79
2024-07,76,D,52
2024-07,77,D,111
2024-07,78,D,105
2024-07,79,D,99
2024-07,80,D,111
2024-07,81,D,99
2024-07,82,D,103
2024-07,83,D,90
2024-07,84,D,50
2024-07,85,D,103
2024-07,86,D,95
2024-07,87,D,107
2024-07,88,D,50
2024-07,89,D,90
2024-07,90,D,105
2024-07,91,D,73
2024-07,92,D,55
2024-07,93,D,72
2024-07,94,D,59
2024-07,95,D,81
2024-07,96,D,103
2024-07,97,D,99
2024-07,98,D,86
2024-07,99,D,88
