dataset,time,group,amount
2024-08,0,A,76
2024-08,1,A,104
2024-08,2,A,84
2024-08,3,A,47
2024-08,4,A,97
2024-08,5,A,47
2024-08,6,A,46
2024-08,7,A,69
2024-08,8,A,91
2024-08,9,A,68
2024-08,10,A,62
2024-08,11,A,127
2024-08,12,A,93
2024-08,13,A,95
2024-08,14,A,45
2024-08,15,A,56
2024-08,16,A,111
2024-08,17,A,72
2024-08,18,A,88
2024-08,19,A,95
2024-08,20,A,104
2024-08,21,A,104
2024-08,22,A,90
2024-08,23,A,111
2024-08,24,A,60
2024-08,25,A,68
2024-08,26,A,100
2024-08,27,A,103
2024-08,28,A,87
2024-08,29,A,86
2024-08,30,A,99
2024-08,31,A,59
2024-08,32,A,71
2024-08,33,A,107
2024-08,34,A,68
2024-08,35,A,97
2024-08,36,A,77
2024-08,37,A,46
2024-08,38,A,74
2024-08,39,A,96
2024-08,40,A,100
2024-08,41,A,94
2024-08,42,A,87
2024-08,43,A,83
2024-08,44,A,72
2024-08,45,A,96
2024-08,46,A,120
2024-08,47,A,102
2024-08,48,A,82
2024-08,49,A,33
2024-08,50,A,65
2024-08,51,A,88
2024-08,52,A,75
2024-08,53,A,90
2024-08,54,A,82
2024-08,55,A,146
2024-08,56,A,80
2024-08,57,A,81
2024-08,58,A,53
2024-08,59,A,79
2024-08,60,A,69
2024-08,61,A,114
2024-08,62,A,101
2024-08,63,A,68
2024-08,64,A,71
2024-08,65,A,99
2024-08,66,A,94
2024-08,67,A,56
2024-08,68,A,73
2024-08,69,A,118
2024-08,70,A,65
2024-08,71,A,96
2024-08,72,A,111
2024-08,73,A,112
2024-08,74,A,77
2024-08,75,A,72
2024-08,76,A,99
2024-08,77,A,77
2024-08,78,A,106
2024-08,79,A,95
2024-08,80,A,89
2024-08,81,A,71
2024-08,82,A,98
2024-08,83,A,112
2024-08,84,A,102
2024-08,85,A,116
2024-08,86,A,79
2024-08,87,A,87
2024-08,88,A,100
2024-08,89,A,45
2024-08,90,A,83
2024-08,91,A,88
2024-08,92,A,81
2024-08,93,A,69
2024-08,94,A,65
2024-08,95,A,110
2024-08,96,A,98
2024-08,97,A,58
2024-08,98,A,56
2024-08,99,A,90
2024-08,0,B,52
2024-08,1,B,59
2024-08,2,B,73
2024-08,3,B,47
2024-08,4,B,104
2024-08,5,B,51
2024-08,6,B,61
2024-08,7,B,56
2024-08,8,B,52
2024-08,9,B,82
2024-08,10,B,93
2024-08,11,B,75
2024-08,12,B,47
