dataset,time,group,amount
2024-10,0,A,57
2024-10,1,A,8
2024-10,2,A,41
2024-10,3,A,86
2024-10,4,A,56
2024-10,5,A,11
2024-10,6,A,-2
2024-10,7,A,64
2024-10,8,A,47
2024-10,9,A,31
2024-10,10,A,27
2024-10,11,A,63
2024-10,12,A,38
2024-10,13,A,32
2024-10,14,A,37
2024-10,15,A,60
2024-10,16,A,49
2024-10,17,A,-4
2024-10,18,A,43
2024-10,19,A,27
2024-10,20,A,45
2024-10,21,A,69
2024-10,22,A,36
2024-10,23,A,19
2024-10,24,A,48
2024-10,25,A,46
2024-10,26,A,33
2024-10,27,A,35
2024-10,28,A,72
2024-10,29,A,50
2024-10,30,A,63
2024-10,31,A,59
2024-10,32,A,43
2024-10,33,A,34
2024-10,34,A,27
2024-10,35,A,30
2024-10,36,A,26
2024-10,37,A,19
2024-10,38,A,1
2024-10,39,A,28
2024-10,40,A,21
2024-10,41,A,25
2024-10,42,A,20
2024-10,43,A,55
2024-10,44,A,59
2024-10,45,A,35
2024-10,46,A,16
2024-10,47,A,20
2024-10,48,A,40
2024-10,49,A,38
2024-10,50,A,39
2024-10,51,A,15
2024-10,52,A,55
2024-10,53,A,48
2024-10,54,A,40
2024-10,55,A,69
2024-10,56,A,25
2024-10,57,A,57
2024-10,58,A,26
2024-10,59,A,18
2024-10,60,A,31
2024-10,61,A,38
2024-10,62,A,68
2024-10,63,A,55
2024-10,64,A,28
2024-10,65,A,47
2024-10,66,A,51
2024-10,67,A,40
2024-10,68,A,17
2024-10,69,A,68
2024-10,70,A,68
2024-10,71,A,36
2024-10,72,A,44
2024-10,73,A,40
2024-10,74,A,37
2024-10,75,A,5
2024-10,76,A,45
2024-10,77,A,42
2024-10,78,A,12
2024-10,79,A,47
2024-10,80,A,37
2024-10,81,A,39
2024-10,82,A,19
2024-10,83,A,19
2024-10,84,A,15
2024-10,85,A,13
2024-10,86,A,64
2024-10,87,A,13
2024-10,88,A,53
2024-10,89,A,10
2024-10,90,A,31
2024-10,91,A,29
2024-10,92,A,54
2024-10,93,A,34
2024-10,94,A,27
2024-10,95,A,30
2024-10,96,A,59
2024-10,97,A,64
2024-10,98,A,74
2024-10,99,A,16
2024-10,0,B,4
2024-10,1,B,0
2024-10,2,B,-1
2024-10,3,B,-7
2024-10,4,B,37
2024-10,5,B,3
2024-10,6,B,22
2024-10,7,B,23
2024-10,8,B,-2
2024-10,9,B,54
2024-10,10,B,22
2024-10,11,B,34
2024-10,12,B,-3
2024-10,13,B,48
2024-10,14,B,21
2024-10,15,B,3
2024-10,16,B,29
2024-10,17,B,16
2024-10,18,B,19
2024-10,19,B,-13
2024-10,20,B,27
2024-10,21,B,10
2024-10,22,B,22
2024-10,23,B,6
2024-10,24,B,19
2024-10,25,B,32
2024-10,26,B,40
2024-10,27,B,-7
2024-10,28,B,27
2024-10,29,B,23
2024-10,30,B,-3
2024-10,31,B,-2
2024-10,32,B,30
2024-10,33,B,17
2024-10,34,B,33
2024-10,35,B,11
2024-10,36,B,12
2024-10,37,B,40
2024-10,38,B,11
2024-10,39,B,-19
2024-10,40,B,15
2024-10,41,B,36
2024-10,42,B,5
2024-10,43,B,-20
2024-10,44,B,20
2024-10,45,B,29
2024-10,46,B,37
2024-10,47,B,26
2024-10,48,B,19
2024-10,49,B,1
2024-10,50,B,30
2024-10,51,B,15
2024-10,52,B,-16
2024-10,53,B,61
2024-10,54,B,27
2024-10,55,B,-7
2024-10,56,B,33
2024-10,57,B,18
2024-10,58,B,-2
2024-10,59,B,15
2024-10,60,B,-8
2024-10,61,B,32
2024-10,62,B,-6
2024-10,63,B,-7
2024-10,64,B,40
